"customerID","gender","SeniorCitizen","Partner","Dependents","tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges","numAdminTickets","numTechTickets","Churn","Churn_Prob","Churn_Risk_Group"
"3987-KQDDU","Male",0,"No","No",9,"Yes","No","Fiber optic","Yes","No","No","No","No","No","Month-to-month","No","Electronic check",75.6,661.55,3,0,"No",0.524497151480932,"High Risk"
"3404-JNXAX","Female",0,"Yes","Yes",51,"Yes","Yes","Fiber optic","No","No","No","Yes","No","No","Month-to-month","Yes","Electronic check",80.75,4116.9,2,0,"No",0.300403700776544,"Moderate Risk"
"5131-PONJI","Male",0,"Yes","Yes",49,"Yes","No","Fiber optic","No","Yes","Yes","No","Yes","No","Month-to-month","Yes","Credit card (automatic)",90.4,4494.65,0,0,"No",0.293527584006867,"Moderate Risk"
"2845-AFFTX","Male",1,"Yes","No",41,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",99.8,4259.3,0,3,"Yes",0.529676083704005,"High Risk"
"3489-VSFRD","Female",0,"No","No",56,"Yes","No","DSL","Yes","No","Yes","Yes","No","No","One year","Yes","Credit card (automatic)",60.25,3282.75,2,0,"No",0.0445974419135901,"Low Risk"
"3345-JHUEO","Male",0,"No","No",4,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Electronic check",20.2,55.7,0,0,"No",0.423915087668717,"Moderate Risk"
"5815-HGGHV","Male",0,"Yes","No",20,"Yes","No","DSL","Yes","No","No","Yes","No","Yes","One year","Yes","Mailed check",64.15,1274.45,0,0,"No",0.158053915669169,"Low Risk"
"5260-UMPWX","Female",0,"Yes","Yes",26,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Credit card (automatic)",20.25,493.95,0,0,"No",0.130509487281537,"Low Risk"
"2249-YPRNG","Female",0,"Yes","Yes",20,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",105.85,2239.65,0,2,"Yes",0.615071248581039,"High Risk"
"7410-YTJIK","Female",0,"No","No",7,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Mailed check",75.45,480.75,0,0,"Yes",0.379923342241887,"Moderate Risk"
"4626-GYCZP","Male",0,"No","No",7,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",93.85,635.6,2,0,"Yes",0.730226136788169,"High Risk"
"5649-RXQTV","Male",0,"No","No",51,"Yes","No","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",99,5038.15,0,0,"No",0.434362331421545,"Moderate Risk"
"2674-MIAHT","Female",0,"No","No",4,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Mailed check",80.3,324.2,0,0,"No",0.547466114972494,"High Risk"
"2576-HXMPA","Female",0,"No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Credit card (automatic)",19.55,19.55,0,0,"No",0.260834285584402,"Moderate Risk"
"7587-AOVVU","Male",0,"Yes","Yes",27,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","Yes","No","Month-to-month","No","Electronic check",100.75,2793.55,0,2,"No",0.521583118689361,"High Risk"
"5590-BYNII","Male",0,"No","No",22,"Yes","Yes","Fiber optic","Yes","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",100.75,2095,0,1,"Yes",0.65629201757638,"High Risk"
"6898-MDLZW","Male",0,"No","No",12,"Yes","No","DSL","No","Yes","No","Yes","No","No","Month-to-month","Yes","Mailed check",53.75,648.65,0,0,"No",0.340304421918919,"Moderate Risk"
"3237-AJGEH","Female",0,"Yes","Yes",3,"No","No phone service","DSL","No","No","No","Yes","No","No","Month-to-month","Yes","Mailed check",31,95.05,0,0,"Yes",0.332629861702633,"Moderate Risk"
"4707-YNOQA","Female",0,"Yes","Yes",34,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Credit card (automatic)",25.6,917.15,0,0,"No",0.0450588379741085,"Low Risk"
"9357-UJRUN","Male",0,"Yes","No",24,"Yes","Yes","DSL","Yes","No","No","Yes","No","No","One year","Yes","Electronic check",58.35,1346.9,0,0,"No",0.207829842957521,"Low Risk"
"1591-NFNLQ","Male",0,"No","No",51,"Yes","Yes","Fiber optic","No","No","Yes","No","No","No","Month-to-month","No","Credit card (automatic)",80,4242.35,0,0,"Yes",0.152826950292153,"Low Risk"
"8648-PFRMP","Female",1,"No","No",14,"No","No phone service","DSL","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",46.35,672.7,0,0,"No",0.43723216507194,"Moderate Risk"
"7663-CUXZB","Male",0,"Yes","No",59,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Electronic check",113.75,6561.25,0,0,"No",0.0869458531157583,"Low Risk"
"0258-NOKBL","Male",0,"No","No",3,"Yes","No","Fiber optic","No","Yes","Yes","No","No","Yes","Month-to-month","No","Electronic check",90.4,268.45,0,0,"No",0.646678954310478,"High Risk"
"1163-VIPRI","Female",0,"Yes","Yes",65,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","Two year","No","Electronic check",109.3,7337.55,0,0,"No",0.0713074853239299,"Low Risk"
"2815-CPTUL","Male",1,"No","No",5,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",70.25,331.9,0,0,"Yes",0.488603895849466,"Moderate Risk"
"9348-ROUAI","Female",0,"Yes","Yes",59,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",90.3,5194.05,0,0,"No",0.027223651128079,"Low Risk"
"9443-JUBUO","Male",0,"Yes","Yes",72,"No","No phone service","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",65.25,4478.85,0,0,"No",0.0107753241736836,"Low Risk"
"0596-BQCEQ","Female",0,"Yes","Yes",62,"Yes","No","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",100.15,6283.3,0,6,"Yes",0.367835954054248,"Moderate Risk"
"1481-ZUWZA","Male",0,"No","No",28,"Yes","Yes","Fiber optic","Yes","Yes","No","No","No","Yes","Month-to-month","Yes","Credit card (automatic)",94.5,2659.4,2,2,"Yes",0.478477609132278,"Moderate Risk"
"3043-TYBNO","Male",0,"No","No",3,"Yes","No","DSL","No","No","No","Yes","No","Yes","Month-to-month","No","Mailed check",60.65,196.9,0,0,"No",0.354463637364793,"Moderate Risk"
"4830-FAXFM","Male",0,"No","Yes",19,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Credit card (automatic)",24.1,439.2,0,1,"No",0.192494881754832,"Low Risk"
"5906-BFOZT","Male",0,"No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",19.5,19.5,0,0,"No",0.308725976131566,"Moderate Risk"
"2960-NKRSO","Male",0,"No","No",24,"Yes","No","Fiber optic","No","Yes","Yes","Yes","No","No","Month-to-month","Yes","Electronic check",85.95,2107.15,2,0,"No",0.566760869398707,"High Risk"
"8996-ZROXE","Male",1,"No","No",57,"Yes","No","DSL","No","No","Yes","Yes","No","No","One year","Yes","Electronic check",53.5,3035.8,0,0,"No",0.0528974497470102,"Low Risk"
"5598-IKHQQ","Female",0,"No","No",72,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",25.45,1866.45,0,0,"No",0.00163259258291547,"Low Risk"
"0397-ZXWQF","Male",0,"No","No",67,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",20.5,1430.95,1,0,"No",0.00177486768032867,"Low Risk"
"5266-PFRQK","Male",0,"Yes","Yes",52,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Credit card (automatic)",20.85,1071.6,2,0,"No",0.0155612982039752,"Low Risk"
"4674-HGNUA","Male",0,"Yes","Yes",71,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",89.9,6457.15,0,0,"No",0.0191771636613226,"Low Risk"
"6765-MBQNU","Female",0,"Yes","No",26,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",26,684.05,0,0,"No",0.0345369890128169,"Low Risk"
"9786-IJYDL","Female",0,"No","No",35,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Mailed check",113.2,3914.05,0,0,"No",0.132121393034359,"Low Risk"
"1303-SRDOK","Female",0,"Yes","Yes",55,"Yes","No","Fiber optic","No","No","No","No","No","No","Two year","Yes","Credit card (automatic)",69.05,3842.6,0,3,"No",0.0257116528665132,"Low Risk"
"3769-MHZNV","Female",0,"Yes","Yes",33,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",20.1,670.35,0,0,"No",0.00824580579514495,"Low Risk"
"6295-OSINB","Male",0,"Yes","No",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","Two year","Yes","Electronic check",109.65,7880.25,2,5,"No",0.0864648501440284,"Low Risk"
"3308-MHOOC","Male",0,"No","Yes",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",19.2,19.2,0,0,"No",0.307564360701791,"Moderate Risk"
"2309-OSFEU","Male",0,"No","No",10,"No","No phone service","DSL","No","No","No","No","No","Yes","Month-to-month","Yes","Mailed check",33.9,298.45,1,0,"Yes",0.269523777716425,"Moderate Risk"
"2207-QPJED","Female",1,"Yes","No",37,"Yes","No","Fiber optic","No","No","Yes","Yes","Yes","No","Month-to-month","No","Electronic check",90,3371.75,0,0,"No",0.370514592395597,"Moderate Risk"
"4177-JPDFU","Male",0,"No","No",12,"No","No phone service","DSL","No","Yes","No","Yes","No","No","Month-to-month","No","Mailed check",34,442.45,3,0,"No",0.177426705734479,"Low Risk"
"2239-CFOUJ","Male",0,"Yes","Yes",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",20.4,20.4,0,0,"No",0.103948433226461,"Low Risk"
"8046-DNVTL","Male",0,"Yes","No",62,"No","No phone service","DSL","Yes","Yes","No","Yes","No","No","Two year","Yes","Credit card (automatic)",38.6,2345.55,0,0,"No",0.00667658306720999,"Low Risk"
"2209-XADXF","Female",0,"No","No",1,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",25.25,25.25,0,0,"No",0.28141857800573,"Moderate Risk"
"6620-JDYNW","Female",0,"No","No",18,"Yes","Yes","DSL","Yes","No","Yes","No","No","No","Month-to-month","Yes","Mailed check",60.6,1156.35,0,0,"No",0.320949346078416,"Moderate Risk"
"1891-FZYSA","Male",1,"Yes","No",69,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","Yes","Electronic check",89.95,6143.15,0,6,"Yes",0.236567402141998,"Low Risk"
"4770-UEZOX","Male",0,"No","No",2,"Yes","No","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",74.75,144.8,0,0,"No",0.692197184839118,"High Risk"
"1038-RQOST","Male",0,"Yes","Yes",19,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.6,414.95,0,0,"No",0.100649724358359,"Low Risk"
"7613-LLQFO","Male",0,"No","No",12,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",84.45,1059.55,0,0,"Yes",0.657661963504147,"High Risk"
"4568-TTZRT","Male",0,"No","No",9,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.4,181.8,0,0,"No",0.157890208404299,"Low Risk"
"9513-DXHDA","Male",0,"No","No",27,"Yes","No","DSL","Yes","No","Yes","Yes","Yes","Yes","One year","No","Electronic check",81.7,2212.55,0,0,"No",0.211184306043691,"Low Risk"
"2640-PMGFL","Male",0,"No","Yes",27,"Yes","Yes","Fiber optic","No","No","No","Yes","No","No","Month-to-month","Yes","Electronic check",79.5,2180.55,0,1,"Yes",0.499590837459781,"Moderate Risk"
"3801-HMYNL","Male",0,"Yes","Yes",1,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","No","Mailed check",89.15,89.15,5,0,"Yes",0.499318231398963,"Moderate Risk"
"0516-QREYC","Female",1,"No","No",24,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",20.3,459.95,0,0,"No",0.117809255697039,"Low Risk"
"9685-WKZGT","Male",1,"No","No",14,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",74.95,1036.75,0,0,"Yes",0.589004271677185,"High Risk"
"6022-UGGSO","Female",1,"No","No",32,"Yes","No","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",74.4,2276.95,0,0,"Yes",0.41138767455896,"Moderate Risk"
"8084-OIVBS","Female",0,"No","No",11,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",20,211.95,0,0,"No",0.0634256920480634,"Low Risk"
"8896-BQTTI","Male",0,"No","No",1,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",25,25,1,0,"No",0.33044136560743,"Moderate Risk"
"3865-QBWSJ","Male",1,"No","Yes",38,"Yes","Yes","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Mailed check",80.45,3162.65,5,0,"No",0.26747221787026,"Moderate Risk"
"3352-RICWQ","Female",0,"Yes","Yes",9,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",19.75,210.65,0,0,"No",0.0287100200516105,"Low Risk"
"2160-GPFXD","Male",0,"Yes","Yes",54,"Yes","Yes","DSL","Yes","Yes","No","Yes","No","No","Two year","Yes","Credit card (automatic)",65.65,3566.7,0,0,"No",0.0238112142333332,"Low Risk"
"2065-MMKGR","Female",0,"No","No",29,"Yes","Yes","DSL","No","No","No","No","Yes","Yes","One year","Yes","Credit card (automatic)",71,2080.1,0,0,"No",0.16412357373515,"Low Risk"
"5857-TYBCJ","Male",1,"Yes","No",44,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","No","Month-to-month","Yes","Electronic check",89.2,4040.2,0,0,"No",0.423946400800386,"Moderate Risk"
"1498-NHTLT","Male",0,"Yes","Yes",59,"Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check",86.75,5186,0,0,"No",0.0599021312536099,"Low Risk"
"4484-CGXFK","Female",0,"No","No",3,"Yes","No","DSL","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",55.3,196.15,0,0,"Yes",0.603084337487523,"High Risk"
"1402-PTHGN","Female",0,"Yes","Yes",18,"Yes","No","DSL","Yes","Yes","No","Yes","No","No","One year","Yes","Mailed check",61.5,1087.45,0,0,"No",0.160421494903795,"Low Risk"
"4176-RELJR","Male",1,"No","No",67,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",25.1,1672.15,5,0,"No",0.00205808250794892,"Low Risk"
"6214-EDAKZ","Female",0,"Yes","Yes",22,"Yes","No","DSL","No","Yes","No","Yes","No","No","Month-to-month","No","Electronic check",55.15,1206.05,0,0,"Yes",0.293929825858635,"Moderate Risk"
"5199-FPUSP","Male",0,"No","Yes",33,"No","No phone service","DSL","Yes","No","No","Yes","No","No","One year","No","Credit card (automatic)",34.05,1113.95,0,0,"No",0.0372788780145005,"Low Risk"
"6377-KSLXC","Male",0,"No","No",5,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.95,107.05,0,0,"No",0.187079354844378,"Low Risk"
"1796-JANOW","Female",0,"No","No",2,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.95,38.15,0,0,"No",0.211996353568618,"Low Risk"
"0238-WHBIQ","Male",0,"Yes","Yes",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",89.7,6339.3,0,0,"No",0.0174765335431942,"Low Risk"
"8735-NBLWT","Male",0,"No","Yes",9,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.4,184.1,0,0,"No",0.157974837433451,"Low Risk"
"6651-RLGGM","Male",0,"Yes","Yes",67,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",26.3,1688.9,0,0,"No",0.00168717612903768,"Low Risk"
"6127-ISGTU","Female",0,"Yes","No",16,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",84.95,1378.25,0,0,"Yes",0.626299066545835,"High Risk"
"1614-JBEBI","Female",0,"No","No",8,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",20.7,137.6,0,0,"No",0.238519417564186,"Low Risk"
"8740-XLHDR","Male",0,"No","No",5,"No","No phone service","DSL","Yes","Yes","Yes","Yes","No","No","Month-to-month","Yes","Mailed check",43.25,219,0,0,"Yes",0.36360731369355,"Moderate Risk"
"1208-DNHLN","Male",0,"Yes","Yes",23,"Yes","Yes","DSL","No","No","No","No","No","No","One year","Yes","Credit card (automatic)",48.35,1067.15,0,0,"Yes",0.123167501886651,"Low Risk"
"1761-AEZZR","Male",0,"No","No",1,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",79.55,79.55,0,0,"Yes",0.718416282796416,"High Risk"
"3923-CSIHK","Female",1,"Yes","No",50,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",71.05,3444.85,0,0,"Yes",0.241147679815601,"Low Risk"
"5696-EXCYS","Male",0,"No","No",17,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",19.45,369.05,0,0,"No",0.0235450792575742,"Low Risk"
"5795-KTGUD","Female",0,"Yes","No",68,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","Two year","Yes","Bank transfer (automatic)",110.8,7553.6,0,0,"No",0.0678658627967082,"Low Risk"
"7120-RFMVS","Male",0,"No","No",1,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","No","Electronic check",84.5,84.5,0,0,"Yes",0.637579275674148,"High Risk"
"7924-GJZFI","Female",1,"Yes","No",25,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.3,1813.1,0,0,"No",0.457871347424897,"Moderate Risk"
"4702-HDRKD","Male",0,"No","No",67,"No","No phone service","DSL","Yes","No","Yes","Yes","Yes","No","One year","Yes","Bank transfer (automatic)",49.35,3321.35,0,0,"No",0.0200246337685521,"Low Risk"
"8512-WIWYV","Male",0,"No","No",32,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Credit card (automatic)",20.35,707.5,0,0,"No",0.0279112990807369,"Low Risk"
"5897-ZYEKH","Female",1,"Yes","No",67,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","Yes","One year","Yes","Electronic check",105.6,7112.15,0,0,"No",0.196316348569193,"Low Risk"
"5456-ITGIC","Male",1,"Yes","No",72,"No","No phone service","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",64.45,4641.1,0,0,"No",0.0111062330502461,"Low Risk"
"7317-GGVPB","Male",0,"Yes","No",71,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",108.6,7690.9,0,7,"Yes",0.0574751259742778,"Low Risk"
"1406-PUQVY","Male",0,"No","Yes",1,"Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",49.9,49.9,0,0,"No",0.59823271153924,"High Risk"
"1322-AGOQM","Male",0,"No","No",46,"No","No phone service","DSL","No","Yes","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",30.3,1380.1,0,1,"Yes",0.0430780686516825,"Low Risk"
"3677-IYRBF","Female",1,"No","No",2,"No","No phone service","DSL","No","No","Yes","No","No","No","Month-to-month","Yes","Electronic check",30.4,78.65,0,0,"Yes",0.499720335405392,"Moderate Risk"
"5692-FPTAH","Female",0,"No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",45.4,45.4,0,0,"Yes",0.416859646199045,"Moderate Risk"
"9114-AAFQH","Female",0,"Yes","No",48,"Yes","No","DSL","No","Yes","Yes","No","No","Yes","One year","Yes","Electronic check",65.65,3094.65,0,0,"No",0.106617298012538,"Low Risk"
"8715-KKTFG","Female",0,"Yes","No",61,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",103.3,6518.35,0,0,"No",0.155691989901581,"Low Risk"
"1550-LOAHA","Female",0,"Yes","No",32,"Yes","No","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","No","Bank transfer (automatic)",84.15,2585.95,0,5,"Yes",0.271664244328029,"Moderate Risk"
"1728-BQDMA","Female",0,"No","No",2,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check",44.45,82.7,0,0,"No",0.447604339432605,"Moderate Risk"
"0268-QKIWO","Female",0,"No","No",3,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Electronic check",19.75,58.85,0,0,"Yes",0.328023335482171,"Moderate Risk"
"0876-WDUUZ","Female",0,"No","No",5,"Yes","No","Fiber optic","No","No","No","Yes","No","Yes","Month-to-month","Yes","Credit card (automatic)",85.4,425.9,0,0,"Yes",0.616937591503168,"High Risk"
"5117-ZSMHQ","Female",0,"Yes","Yes",71,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",89.9,6342.7,0,0,"No",0.0186028660613188,"Low Risk"
"5151-HQRDG","Male",0,"Yes","No",37,"Yes","Yes","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Mailed check",55.05,2030.75,0,0,"No",0.152317186654559,"Low Risk"
"0960-HUWBM","Male",0,"Yes","Yes",65,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",104.1,6700.05,0,0,"No",0.0572860918970354,"Low Risk"
"6465-GSRCL","Female",0,"No","Yes",67,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",106.6,7244.7,0,0,"No",0.144166023686076,"Low Risk"
"0617-FHSGK","Male",0,"No","Yes",49,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Credit card (automatic)",75.2,3678.3,0,0,"Yes",0.137324786077784,"Low Risk"
"0263-FJTQO","Male",0,"Yes","Yes",50,"Yes","Yes","DSL","Yes","No","No","Yes","Yes","No","Two year","Yes","Credit card (automatic)",70.5,3486.65,4,0,"No",0.0318218799487986,"Low Risk"
"7319-ZNRTR","Male",0,"Yes","Yes",25,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Electronic check",19.6,411.15,0,0,"No",0.0567816057813069,"Low Risk"
"2858-MOFSQ","Female",0,"No","Yes",17,"Yes","Yes","DSL","No","No","Yes","No","No","No","One year","Yes","Mailed check",55.85,937.5,0,0,"Yes",0.149411165768477,"Low Risk"
"7503-EPSZW","Female",0,"Yes","Yes",64,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Mailed check",24.05,1559.15,0,0,"No",0.00295212948245533,"Low Risk"
"7089-XXAYG","Male",0,"Yes","No",25,"No","No phone service","DSL","No","No","Yes","No","Yes","No","One year","Yes","Credit card (automatic)",38.1,970.4,0,0,"No",0.0919806859145472,"Low Risk"
"8118-LSUEL","Male",1,"No","No",23,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",106.4,2483.5,0,1,"Yes",0.689320883475943,"High Risk"
"8070-AAWZP","Male",1,"Yes","No",24,"No","No phone service","DSL","No","No","Yes","Yes","No","No","Month-to-month","No","Mailed check",34.25,828.2,0,0,"No",0.106824051337938,"Low Risk"
"1666-JXLKU","Female",0,"No","No",37,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",100.05,3810.55,0,0,"No",0.557937738323352,"High Risk"
"7855-DIWPO","Female",0,"No","No",21,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",68.65,1493.2,0,0,"No",0.491148496829807,"Moderate Risk"
"5133-POWUA","Male",0,"No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",45.8,45.8,0,0,"No",0.418626719610913,"Moderate Risk"
"5652-MSDEY","Female",0,"No","No",10,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",75.75,777.3,0,0,"No",0.471022657726238,"Moderate Risk"
"7005-CCBKV","Male",0,"No","No",6,"Yes","No","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","Yes","Electronic check",84.4,556.35,0,1,"Yes",0.70333594647582,"High Risk"
"1810-BOHSY","Male",0,"Yes","No",51,"Yes","Yes","Fiber optic","Yes","Yes","No","No","No","Yes","One year","Yes","Credit card (automatic)",96.4,4911.05,0,0,"No",0.157715199016934,"Low Risk"
"1784-BXEFA","Female",0,"No","No",10,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",20.55,187.35,0,0,"No",0.219848042624063,"Low Risk"
"7351-MHQVU","Female",0,"No","No",6,"No","No phone service","DSL","Yes","Yes","No","Yes","No","Yes","Month-to-month","No","Credit card (automatic)",50.95,307.6,0,0,"No",0.333503598091564,"Moderate Risk"
"9224-VTYID","Male",0,"Yes","Yes",47,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Mailed check",90.5,4318.35,0,0,"No",0.0532824288389755,"Low Risk"
"9500-IWPXQ","Female",0,"Yes","Yes",61,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","Yes","One year","Yes","Electronic check",79.4,4820.55,1,0,"No",0.103247118609214,"Low Risk"
"5762-TJXGK","Female",0,"No","No",52,"No","No phone service","DSL","Yes","Yes","Yes","No","Yes","Yes","Two year","Yes","Bank transfer (automatic)",58.75,3038.55,0,0,"No",0.020521616546601,"Low Risk"
"4504-YOULA","Female",0,"Yes","Yes",35,"Yes","Yes","DSL","Yes","Yes","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",59.45,2136.9,0,0,"No",0.219862451513586,"Low Risk"
"5569-IDSEY","Male",0,"Yes","No",71,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","Yes","Bank transfer (automatic)",105.7,7472.15,1,0,"No",0.122612718418726,"Low Risk"
